,Date,Time,Latitude,Longitude,DateTime
7273,2013-08-15,8:30:38 PM,41.942495,-87.8130133333333,2013-08-15 20:30:38+00:00
7274,2013-08-15,8:30:48 PM,41.942890000000006,-87.8130283333333,2013-08-15 20:30:48+00:00
7275,2013-08-15,8:30:58 PM,41.943234999999994,-87.8130316666667,2013-08-15 20:30:58+00:00
7276,2013-08-15,8:31:08 PM,41.943726666666706,-87.8130516666667,2013-08-15 20:31:08+00:00
7277,2013-08-15,8:31:18 PM,41.944191666666704,-87.8130666666667,2013-08-15 20:31:18+00:00
7278,2013-08-15,8:31:28 PM,41.9445466666667,-87.81308666666669,2013-08-15 20:31:28+00:00
7279,2013-08-15,8:31:38 PM,41.9445816666667,-87.8134766666667,2013-08-15 20:31:38+00:00
7280,2013-08-15,8:31:48 PM,41.944573333333295,-87.8138766666667,2013-08-15 20:31:48+00:00
7281,2013-08-15,8:31:58 PM,41.944573333333295,-87.814195,2013-08-15 20:31:58+00:00
7282,2013-08-15,8:32:08 PM,41.944286666666706,-87.81429,2013-08-15 20:32:08+00:00
7283,2013-08-15,8:32:18 PM,41.943985,-87.8142533333333,2013-08-15 20:32:18+00:00
7284,2013-08-15,8:32:28 PM,41.9436966666667,-87.8142666666667,2013-08-15 20:32:28+00:00
7285,2013-08-15,8:32:38 PM,41.9433816666667,-87.8142733333333,2013-08-15 20:32:38+00:00
7286,2013-08-15,8:32:48 PM,41.94299,-87.8142366666667,2013-08-15 20:32:48+00:00
7287,2013-08-15,8:32:58 PM,41.94263,-87.81424,2013-08-15 20:32:58+00:00
7288,2013-08-15,8:33:08 PM,41.942203333333296,-87.8142333333333,2013-08-15 20:33:08+00:00
7289,2013-08-15,8:33:18 PM,41.941855,-87.8142083333333,2013-08-15 20:33:18+00:00
7290,2013-08-15,8:33:28 PM,41.941485,-87.8142,2013-08-15 20:33:28+00:00
7291,2013-08-15,8:33:38 PM,41.9410283333333,-87.814185,2013-08-15 20:33:38+00:00
7292,2013-08-15,8:33:48 PM,41.94062,-87.8141733333333,2013-08-15 20:33:48+00:00
7293,2013-08-15,8:33:58 PM,41.940248333333294,-87.8141516666667,2013-08-15 20:33:58+00:00
7294,2013-08-15,8:34:08 PM,41.939855,-87.8141433333333,2013-08-15 20:34:08+00:00
7295,2013-08-15,8:34:18 PM,41.939398333333294,-87.8141266666667,2013-08-15 20:34:18+00:00
7296,2013-08-15,8:34:28 PM,41.9390516666667,-87.814115,2013-08-15 20:34:28+00:00
7297,2013-08-15,8:34:38 PM,41.9386766666667,-87.8141016666667,2013-08-15 20:34:38+00:00
7298,2013-08-15,8:34:48 PM,41.938503333333294,-87.8142433333333,2013-08-15 20:34:48+00:00
7299,2013-08-15,8:38:48 PM,41.9384366666667,-87.8148266666667,2013-08-15 20:38:48+00:00
7300,2013-08-15,8:38:58 PM,41.938425,-87.815175,2013-08-15 20:38:58+00:00
7301,2013-08-15,8:39:08 PM,41.9387,-87.81534,2013-08-15 20:39:08+00:00
7302,2013-08-15,8:39:18 PM,41.9391883333333,-87.815375,2013-08-15 20:39:18+00:00
7303,2013-08-15,8:39:28 PM,41.93957,-87.8153783333333,2013-08-15 20:39:28+00:00
7304,2013-08-15,8:39:38 PM,41.940116666666704,-87.8154016666667,2013-08-15 20:39:38+00:00
7305,2013-08-15,8:39:48 PM,41.9407,-87.8154216666667,2013-08-15 20:39:48+00:00
7306,2013-08-15,8:39:58 PM,41.9412116666667,-87.81541999999999,2013-08-15 20:39:58+00:00
7307,2013-08-15,8:40:08 PM,41.941643333333296,-87.8154433333333,2013-08-15 20:40:08+00:00
7308,2013-08-15,8:40:18 PM,41.9421716666667,-87.8154633333333,2013-08-15 20:40:18+00:00
7309,2013-08-15,8:40:28 PM,41.9426333333333,-87.815485,2013-08-15 20:40:28+00:00
7310,2013-08-15,8:40:38 PM,41.9430583333333,-87.8155033333333,2013-08-15 20:40:38+00:00
7311,2013-08-15,8:40:48 PM,41.9435166666667,-87.8155183333333,2013-08-15 20:40:48+00:00
7312,2013-08-15,8:40:58 PM,41.944035,-87.815535,2013-08-15 20:40:58+00:00
7313,2013-08-15,8:41:08 PM,41.9444766666667,-87.81555999999999,2013-08-15 20:41:08+00:00
7314,2013-08-15,8:41:18 PM,41.9445016666667,-87.81595,2013-08-15 20:41:18+00:00
7315,2013-08-15,8:41:28 PM,41.9444983333333,-87.816445,2013-08-15 20:41:28+00:00
7316,2013-08-15,8:41:38 PM,41.944323333333294,-87.8167,2013-08-15 20:41:38+00:00
7317,2013-08-15,8:41:48 PM,41.9439566666667,-87.8166933333333,2013-08-15 20:41:48+00:00
7318,2013-08-15,8:41:58 PM,41.943526666666706,-87.8167016666667,2013-08-15 20:41:58+00:00
7319,2013-08-15,8:42:08 PM,41.943115,-87.8167083333333,2013-08-15 20:42:08+00:00
7320,2013-08-15,8:42:18 PM,41.9426366666667,-87.8166966666667,2013-08-15 20:42:18+00:00
7321,2013-08-15,8:42:28 PM,41.94218,-87.8166966666667,2013-08-15 20:42:28+00:00
7322,2013-08-15,8:42:38 PM,41.9418333333333,-87.8166766666667,2013-08-15 20:42:38+00:00
7323,2013-08-15,8:42:48 PM,41.9414916666667,-87.8166783333333,2013-08-15 20:42:48+00:00
7324,2013-08-15,8:42:58 PM,41.9411166666667,-87.8166766666667,2013-08-15 20:42:58+00:00
7325,2013-08-15,8:43:08 PM,41.9406883333333,-87.81667,2013-08-15 20:43:08+00:00
7326,2013-08-15,8:43:18 PM,41.9402683333333,-87.8166566666667,2013-08-15 20:43:18+00:00
7327,2013-08-15,8:43:28 PM,41.9398,-87.81663499999999,2013-08-15 20:43:28+00:00
7328,2013-08-15,8:43:38 PM,41.9392533333333,-87.8166116666667,2013-08-15 20:43:38+00:00
7329,2013-08-15,8:43:48 PM,41.938798333333295,-87.8166,2013-08-15 20:43:48+00:00
7330,2013-08-15,8:43:58 PM,41.93853,-87.816755,2013-08-15 20:43:58+00:00
7331,2013-08-15,8:44:08 PM,41.938506666666704,-87.81727,2013-08-15 20:44:08+00:00
7332,2013-08-15,8:44:18 PM,41.938465,-87.8176516666667,2013-08-15 20:44:18+00:00
7333,2013-08-15,8:44:28 PM,41.93875,-87.8177666666667,2013-08-15 20:44:28+00:00
7334,2013-08-15,8:44:38 PM,41.9391383333333,-87.8177816666667,2013-08-15 20:44:38+00:00
7335,2013-08-15,8:44:48 PM,41.939533333333294,-87.8177833333333,2013-08-15 20:44:48+00:00
7336,2013-08-15,8:44:58 PM,41.940025,-87.817805,2013-08-15 20:44:58+00:00
7337,2013-08-15,8:45:08 PM,41.9405283333333,-87.81783,2013-08-15 20:45:08+00:00
7338,2013-08-15,8:45:18 PM,41.94106,-87.8178566666667,2013-08-15 20:45:18+00:00
7339,2013-08-15,8:45:28 PM,41.941520000000004,-87.8178866666667,2013-08-15 20:45:28+00:00
7340,2013-08-15,8:45:38 PM,41.9418816666667,-87.8179116666667,2013-08-15 20:45:38+00:00
7341,2013-08-15,8:45:58 PM,41.94272,-87.8179383333333,2013-08-15 20:45:58+00:00
7342,2013-08-15,8:46:08 PM,41.94314,-87.8179533333333,2013-08-15 20:46:08+00:00
7343,2013-08-15,8:46:18 PM,41.943631666666704,-87.81798,2013-08-15 20:46:18+00:00
7344,2013-08-15,8:46:28 PM,41.944101666666704,-87.818005,2013-08-15 20:46:28+00:00
7345,2013-08-15,8:46:38 PM,41.944556666666706,-87.818015,2013-08-15 20:46:38+00:00
7346,2013-08-15,8:46:48 PM,41.9449883333333,-87.8180316666667,2013-08-15 20:46:48+00:00
7347,2013-08-15,8:47:08 PM,41.945553333333294,-87.8180666666667,2013-08-15 20:47:08+00:00
7348,2013-08-15,8:47:18 PM,41.9459766666667,-87.81817833333331,2013-08-15 20:47:18+00:00
7349,2013-08-15,8:47:28 PM,41.946391666666706,-87.8183016666667,2013-08-15 20:47:28+00:00
7350,2013-08-15,8:47:38 PM,41.9468683333333,-87.8183183333333,2013-08-15 20:47:38+00:00
7351,2013-08-15,8:47:48 PM,41.94723,-87.8183316666667,2013-08-15 20:47:48+00:00
7352,2013-08-15,8:47:58 PM,41.947641666666705,-87.8183533333333,2013-08-15 20:47:58+00:00
7353,2013-08-15,8:48:08 PM,41.948023333333296,-87.81838,2013-08-15 20:48:08+00:00
7354,2013-08-15,8:48:18 PM,41.9484416666667,-87.8184083333333,2013-08-15 20:48:18+00:00
7355,2013-08-15,8:48:38 PM,41.9490216666667,-87.8182583333333,2013-08-15 20:48:38+00:00
7356,2013-08-15,8:48:48 PM,41.949228333333295,-87.8178866666667,2013-08-15 20:48:48+00:00
7357,2013-08-15,8:48:58 PM,41.94954,-87.817775,2013-08-15 20:48:58+00:00
7358,2013-08-15,8:49:18 PM,41.9503566666667,-87.8178033333333,2013-08-15 20:49:18+00:00
7359,2013-08-15,8:49:28 PM,41.95075,-87.8177066666667,2013-08-15 20:49:28+00:00
7360,2013-08-15,8:49:38 PM,41.9511216666667,-87.817715,2013-08-15 20:49:38+00:00
7361,2013-08-15,8:49:58 PM,41.9516733333333,-87.81774166666669,2013-08-15 20:49:58+00:00
7362,2013-08-15,8:50:18 PM,41.9519483333333,-87.8172783333333,2013-08-15 20:50:18+00:00
7363,2013-08-15,8:50:28 PM,41.951716666666705,-87.8171116666667,2013-08-15 20:50:28+00:00
7364,2013-08-15,8:50:38 PM,41.951295,-87.81708499999999,2013-08-15 20:50:38+00:00
7365,2013-08-15,8:50:48 PM,41.950845,-87.81706333333331,2013-08-15 20:50:48+00:00
7366,2013-08-15,8:50:58 PM,41.95046,-87.8170416666667,2013-08-15 20:50:58+00:00
7367,2013-08-15,8:51:18 PM,41.9497033333333,-87.8170016666667,2013-08-15 20:51:18+00:00
7368,2013-08-15,8:51:48 PM,41.949113333333294,-87.8169716666667,2013-08-15 20:51:48+00:00
7369,2013-08-15,8:51:58 PM,41.94856,-87.8169566666667,2013-08-15 20:51:58+00:00
7370,2013-08-15,8:52:08 PM,41.948025,-87.8169333333333,2013-08-15 20:52:08+00:00
7371,2013-08-15,8:52:18 PM,41.9475,-87.8169233333333,2013-08-15 20:52:18+00:00
7372,2013-08-15,8:52:28 PM,41.946963333333294,-87.8168966666667,2013-08-15 20:52:28+00:00
7373,2013-08-15,8:52:38 PM,41.946525,-87.8168616666667,2013-08-15 20:52:38+00:00
7374,2013-08-15,8:52:48 PM,41.946115,-87.81683833333331,2013-08-15 20:52:48+00:00
7375,2013-08-15,8:52:58 PM,41.945763333333296,-87.81681999999999,2013-08-15 20:52:58+00:00
7376,2013-08-15,8:53:08 PM,41.945668333333295,-87.8165633333333,2013-08-15 20:53:08+00:00
7377,2013-08-15,8:53:18 PM,41.945679999999996,-87.8160916666667,2013-08-15 20:53:18+00:00
7378,2013-08-15,8:53:28 PM,41.9456833333333,-87.8157083333333,2013-08-15 20:53:28+00:00
7379,2013-08-15,8:53:38 PM,41.946003333333294,-87.8156766666667,2013-08-15 20:53:38+00:00
7380,2013-08-15,8:53:48 PM,41.9464883333333,-87.8156966666667,2013-08-15 20:53:48+00:00
7381,2013-08-15,8:53:58 PM,41.946966666666704,-87.81570500000001,2013-08-15 20:53:58+00:00
7382,2013-08-15,8:54:08 PM,41.94748,-87.81571833333331,2013-08-15 20:54:08+00:00
7383,2013-08-15,8:54:18 PM,41.9479916666667,-87.8157316666667,2013-08-15 20:54:18+00:00
7384,2013-08-15,8:54:28 PM,41.948513333333295,-87.8157533333333,2013-08-15 20:54:28+00:00
7385,2013-08-15,8:54:38 PM,41.94899,-87.81577166666669,2013-08-15 20:54:38+00:00
7386,2013-08-15,8:54:48 PM,41.94941,-87.8160433333333,2013-08-15 20:54:48+00:00
7387,2013-08-15,8:54:58 PM,41.949568333333296,-87.8160683333333,2013-08-15 20:54:58+00:00
7388,2013-08-15,8:55:08 PM,41.95,-87.81553000000001,2013-08-15 20:55:08+00:00
7389,2013-08-15,8:55:18 PM,41.9504516666667,-87.8158216666667,2013-08-15 20:55:18+00:00
7390,2013-08-15,8:55:28 PM,41.95081,-87.8158383333333,2013-08-15 20:55:28+00:00
7391,2013-08-15,8:55:38 PM,41.9512366666667,-87.81586999999999,2013-08-15 20:55:38+00:00
7392,2013-08-15,8:55:48 PM,41.9516366666667,-87.8158866666667,2013-08-15 20:55:48+00:00
7393,2013-08-15,8:55:58 PM,41.952023333333294,-87.815915,2013-08-15 20:55:58+00:00
7394,2013-08-15,8:56:08 PM,41.95210166666671,-87.8155766666667,2013-08-15 20:56:08+00:00
7395,2013-08-15,8:56:18 PM,41.95214,-87.8152633333333,2013-08-15 20:56:18+00:00
7396,2013-08-15,8:56:28 PM,41.9521433333333,-87.81492166666669,2013-08-15 20:56:28+00:00
7397,2013-08-15,8:56:38 PM,41.951938333333295,-87.81473000000001,2013-08-15 20:56:38+00:00
7398,2013-08-15,8:56:48 PM,41.951421666666704,-87.8146983333333,2013-08-15 20:56:48+00:00
7399,2013-08-15,8:56:58 PM,41.95092,-87.8146416666667,2013-08-15 20:56:58+00:00
7400,2013-08-15,8:57:08 PM,41.9505883333333,-87.8143933333333,2013-08-15 20:57:08+00:00
7401,2013-08-15,8:57:18 PM,41.95024,-87.81489,2013-08-15 20:57:18+00:00
7402,2013-08-15,8:57:28 PM,41.9498016666667,-87.81469,2013-08-15 20:57:28+00:00
7403,2013-08-15,8:57:38 PM,41.94925,-87.8145683333333,2013-08-15 20:57:38+00:00
7404,2013-08-15,8:57:48 PM,41.9487516666667,-87.81455333333331,2013-08-15 20:57:48+00:00
7405,2013-08-15,8:57:58 PM,41.948176666666704,-87.8145283333333,2013-08-15 20:57:58+00:00
7406,2013-08-15,8:58:08 PM,41.9476033333333,-87.8145066666667,2013-08-15 20:58:08+00:00
7407,2013-08-15,8:58:18 PM,41.946988333333294,-87.8144783333333,2013-08-15 20:58:18+00:00
7408,2013-08-15,8:58:28 PM,41.946465,-87.8144466666667,2013-08-15 20:58:28+00:00
7409,2013-08-15,8:58:38 PM,41.9459516666667,-87.8144366666667,2013-08-15 20:58:38+00:00
7410,2013-08-15,8:58:48 PM,41.9456633333333,-87.814255,2013-08-15 20:58:48+00:00
7411,2013-08-15,8:58:58 PM,41.9456816666667,-87.81387,2013-08-15 20:58:58+00:00
7412,2013-08-15,8:59:08 PM,41.9456816666667,-87.8135,2013-08-15 20:59:08+00:00
7413,2013-08-15,8:59:18 PM,41.945693333333296,-87.81326999999999,2013-08-15 20:59:18+00:00
7414,2013-08-15,8:59:28 PM,41.945978333333294,-87.81325,2013-08-15 20:59:28+00:00
7415,2013-08-15,8:59:48 PM,41.9468016666667,-87.8132683333333,2013-08-15 20:59:48+00:00
7416,2013-08-15,8:59:58 PM,41.9473166666667,-87.8132816666667,2013-08-15 20:59:58+00:00
7417,2013-08-15,9:00:08 PM,41.9478483333333,-87.813295,2013-08-15 21:00:08+00:00
7418,2013-08-15,9:00:18 PM,41.94832833333329,-87.813325,2013-08-15 21:00:18+00:00
7419,2013-08-15,9:00:28 PM,41.948761666666705,-87.8133333333333,2013-08-15 21:00:28+00:00
7420,2013-08-15,9:00:38 PM,41.949293333333294,-87.813355,2013-08-15 21:00:38+00:00
7421,2013-08-15,9:00:48 PM,41.949875,-87.813375,2013-08-15 21:00:48+00:00
7422,2013-08-15,9:00:58 PM,41.950331666666706,-87.8134866666667,2013-08-15 21:00:58+00:00
7423,2013-08-15,9:01:08 PM,41.950731666666705,-87.8136516666667,2013-08-15 21:01:08+00:00
7424,2013-08-15,9:01:18 PM,41.9511383333333,-87.81321,2013-08-15 21:01:18+00:00
7425,2013-08-15,9:01:28 PM,41.9515766666667,-87.8134583333333,2013-08-15 21:01:28+00:00
7426,2013-08-15,9:01:38 PM,41.9519,-87.81348,2013-08-15 21:01:38+00:00
7427,2013-08-15,9:01:48 PM,41.952138333333295,-87.81335,2013-08-15 21:01:48+00:00
7428,2013-08-15,9:01:58 PM,41.9521483333333,-87.8129466666667,2013-08-15 21:01:58+00:00
7429,2013-08-15,9:02:18 PM,41.9521433333333,-87.81230500000001,2013-08-15 21:02:18+00:00
7430,2013-08-15,9:02:28 PM,41.951798333333294,-87.8122766666667,2013-08-15 21:02:28+00:00
7431,2013-08-15,9:02:58 PM,41.9510483333333,-87.8122,2013-08-15 21:02:58+00:00
7432,2013-08-15,9:03:08 PM,41.950526666666704,-87.8121366666667,2013-08-15 21:03:08+00:00
7433,2013-08-15,9:03:18 PM,41.95001,-87.8121083333333,2013-08-15 21:03:18+00:00
7434,2013-08-15,9:03:28 PM,41.9495066666667,-87.8120766666667,2013-08-15 21:03:28+00:00
7435,2013-08-15,9:03:48 PM,41.948675,-87.8120166666667,2013-08-15 21:03:48+00:00
7436,2013-08-15,9:04:08 PM,41.948,-87.81196,2013-08-15 21:04:08+00:00
7437,2013-08-15,9:04:18 PM,41.9475,-87.8119283333333,2013-08-15 21:04:18+00:00
7438,2013-08-15,9:04:28 PM,41.947015,-87.8119,2013-08-15 21:04:28+00:00
7439,2013-08-15,9:04:38 PM,41.9465566666667,-87.81186833333331,2013-08-15 21:04:38+00:00
7440,2013-08-15,9:04:48 PM,41.946125,-87.81183166666669,2013-08-15 21:04:48+00:00
7441,2013-08-15,9:04:58 PM,41.945795000000004,-87.8117866666667,2013-08-15 21:04:58+00:00
7442,2013-08-15,9:05:08 PM,41.945783333333296,-87.8112816666667,2013-08-15 21:05:08+00:00
7443,2013-08-15,9:05:18 PM,41.945783333333296,-87.8108666666667,2013-08-15 21:05:18+00:00
7444,2013-08-15,9:05:28 PM,41.9459433333333,-87.8106766666667,2013-08-15 21:05:28+00:00
7445,2013-08-15,9:05:38 PM,41.946363333333295,-87.8106816666667,2013-08-15 21:05:38+00:00
7446,2013-08-15,9:05:48 PM,41.946748333333296,-87.8106983333333,2013-08-15 21:05:48+00:00
7447,2013-08-15,9:05:58 PM,41.9472033333333,-87.8107266666667,2013-08-15 21:05:58+00:00
7448,2013-08-15,9:06:08 PM,41.947616666666704,-87.8107416666667,2013-08-15 21:06:08+00:00
7449,2013-08-15,9:06:18 PM,41.9480766666667,-87.81076,2013-08-15 21:06:18+00:00
7450,2013-08-15,9:06:28 PM,41.948471666666705,-87.810785,2013-08-15 21:06:28+00:00
7451,2013-08-15,9:06:38 PM,41.94883,-87.8108116666667,2013-08-15 21:06:38+00:00
7452,2013-08-15,9:06:48 PM,41.949363333333295,-87.8108316666667,2013-08-15 21:06:48+00:00
7453,2013-08-15,9:06:58 PM,41.9498866666667,-87.8108483333333,2013-08-15 21:06:58+00:00
7454,2013-08-15,9:07:08 PM,41.950379999999996,-87.8108783333333,2013-08-15 21:07:08+00:00
7455,2013-08-15,9:07:18 PM,41.9508116666667,-87.8109033333333,2013-08-15 21:07:18+00:00
7456,2013-08-15,9:07:28 PM,41.951353333333294,-87.8109166666667,2013-08-15 21:07:28+00:00
7457,2013-08-15,9:07:38 PM,41.951823333333294,-87.81093666666669,2013-08-15 21:07:38+00:00
7458,2013-08-15,9:07:48 PM,41.952163333333296,-87.8106116666667,2013-08-15 21:07:48+00:00
7459,2013-08-15,9:07:58 PM,41.9521983333333,-87.8102016666667,2013-08-15 21:07:58+00:00
7460,2013-08-15,9:08:08 PM,41.9522333333333,-87.8098783333333,2013-08-15 21:08:08+00:00
7461,2013-08-15,9:08:18 PM,41.952255,-87.8094583333333,2013-08-15 21:08:18+00:00
7462,2013-08-15,9:08:38 PM,41.952275,-87.8087366666667,2013-08-15 21:08:38+00:00
7463,2013-08-15,9:08:48 PM,41.952098333333296,-87.8085433333333,2013-08-15 21:08:48+00:00
7464,2013-08-15,9:08:58 PM,41.951756666666704,-87.808525,2013-08-15 21:08:58+00:00
7465,2013-08-15,9:09:08 PM,41.951378333333295,-87.80850500000001,2013-08-15 21:09:08+00:00
7466,2013-08-15,9:09:18 PM,41.9508766666667,-87.8084933333333,2013-08-15 21:09:18+00:00
7467,2013-08-15,9:09:28 PM,41.9504016666667,-87.80845500000001,2013-08-15 21:09:28+00:00
7468,2013-08-15,9:09:38 PM,41.949855,-87.8084283333333,2013-08-15 21:09:38+00:00
7469,2013-08-15,9:09:48 PM,41.949329999999996,-87.8084233333333,2013-08-15 21:09:48+00:00
7470,2013-08-15,9:09:58 PM,41.94893,-87.80839499999999,2013-08-15 21:09:58+00:00
7471,2013-08-15,9:10:08 PM,41.948401666666705,-87.80836500000001,2013-08-15 21:10:08+00:00
7472,2013-08-15,9:10:18 PM,41.94804,-87.8083533333333,2013-08-15 21:10:18+00:00
7473,2013-08-15,9:10:28 PM,41.9476333333333,-87.8083333333333,2013-08-15 21:10:28+00:00
7474,2013-08-15,9:10:38 PM,41.947216666666705,-87.8083183333333,2013-08-15 21:10:38+00:00
7475,2013-08-15,9:10:58 PM,41.9464866666667,-87.8082816666667,2013-08-15 21:10:58+00:00
7476,2013-08-15,9:11:08 PM,41.946015,-87.8082566666667,2013-08-15 21:11:08+00:00
7477,2013-08-15,9:11:18 PM,41.945605,-87.80824333333331,2013-08-15 21:11:18+00:00
7478,2013-08-15,9:12:58 PM,41.9454783333333,-87.8058383333333,2013-08-15 21:12:58+00:00
7479,2013-08-15,9:13:08 PM,41.94597,-87.8058483333333,2013-08-15 21:13:08+00:00
7480,2013-08-15,9:13:18 PM,41.9464633333333,-87.8058733333333,2013-08-15 21:13:18+00:00
7481,2013-08-15,9:13:28 PM,41.9469416666667,-87.8058883333333,2013-08-15 21:13:28+00:00
7482,2013-08-15,9:13:38 PM,41.947418333333296,-87.8059033333333,2013-08-15 21:13:38+00:00
