,Date,Species,Trap,Latitude,Longitude,NumMosquitos,WnvPresent
8185,2013-06-07 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T228,41.951865999999995,-87.72505699999999,1,0
8186,2013-06-07 00:00:00+00:00,CULEX RESTUANS,T228,41.951865999999995,-87.72505699999999,4,0
8187,2013-06-07 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T035,41.763733,-87.742302,1,0
8188,2013-06-07 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T233,42.009876,-87.807277,1,0
8189,2013-06-07 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T235,41.776428,-87.627096,1,0
8190,2013-06-07 00:00:00+00:00,CULEX RESTUANS,T236,41.994679,-87.770899,6,0
8191,2013-06-14 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,25,0
8192,2013-06-14 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,26,0
8193,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T002,41.95469,-87.800991,47,0
8194,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T002,41.95469,-87.800991,50,0
8195,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T002,41.95469,-87.800991,50,0
8196,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T002,41.95469,-87.800991,16,0
8197,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T002,41.95469,-87.800991,50,0
8198,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T002,41.95469,-87.800991,50,0
8199,2013-06-14 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T046,41.891118,-87.65449100000001,1,0
8200,2013-06-14 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,8,0
8201,2013-06-14 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T054,41.921965,-87.632085,1,0
8202,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T054,41.921965,-87.632085,3,0
8203,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T054,41.921965,-87.632085,3,0
8204,2013-06-14 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T094,41.720848,-87.666014,4,0
8205,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T094,41.720848,-87.666014,28,0
8206,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T094,41.720848,-87.666014,35,0
8207,2013-06-14 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T159,41.732984,-87.649642,1,0
8208,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T159,41.732984,-87.649642,3,0
8209,2013-06-14 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T011,41.944869,-87.832763,1,0
8210,2013-06-14 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T028,41.986921,-87.689778,4,0
8211,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T028,41.986921,-87.689778,28,0
8212,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T031,41.801497999999995,-87.763416,13,0
8213,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T089,41.723195000000004,-87.64997,7,0
8214,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T090,41.868077,-87.666901,13,0
8215,2013-06-14 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T135,41.662014,-87.72460799999999,7,0
8216,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T135,41.662014,-87.72460799999999,23,0
8217,2013-06-14 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T145,41.878114000000004,-87.629798,3,0
8218,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T145,41.878114000000004,-87.629798,3,0
8219,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T147,41.932094,-87.700117,9,0
8220,2013-06-14 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T151,41.916265,-87.800515,9,0
8221,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T151,41.916265,-87.800515,2,0
8222,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T152,41.846075,-87.716277,1,0
8223,2013-06-14 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T158,41.682587,-87.707973,19,0
8224,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T158,41.682587,-87.707973,40,0
8225,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T220,41.963976,-87.69181,1,0
8226,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T003,41.964242,-87.757639,3,0
8227,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T008,42.008314,-87.77792099999999,35,0
8228,2013-06-14 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T012,41.991429,-87.747113,20,0
8229,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T012,41.991429,-87.747113,2,0
8230,2013-06-14 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T043,41.857402,-87.694991,3,0
8231,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T047,41.868142,-87.696269,1,0
8232,2013-06-14 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T013,41.923738,-87.785288,4,0
8233,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T013,41.923738,-87.785288,1,0
8234,2013-06-14 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T018,42.010412,-87.66214000000001,3,0
8235,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T018,42.010412,-87.66214000000001,1,0
8236,2013-06-14 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T030,41.899229999999996,-87.716788,1,0
8237,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T017,41.960615999999995,-87.777189,4,0
8238,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T095,41.704336,-87.70373599999999,2,0
8239,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T039,41.911823999999996,-87.726737,8,0
8240,2013-06-14 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T061,41.801179,-87.679447,2,0
8241,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T061,41.801179,-87.679447,13,0
8242,2013-06-14 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T062,41.800737,-87.71188000000001,12,0
8243,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T062,41.800737,-87.71188000000001,36,0
8244,2013-06-14 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T065,41.778296999999995,-87.752411,3,0
8245,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T065,41.778296999999995,-87.752411,4,0
8246,2013-06-14 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T066,41.77166,-87.703047,5,0
8247,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T066,41.77166,-87.703047,5,0
8248,2013-06-14 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T073,41.773215,-87.60088,5,0
8249,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T073,41.773215,-87.60088,13,0
8250,2013-06-14 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T079,41.766202,-87.562889,14,0
8251,2013-06-14 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T082,41.803422999999995,-87.642984,8,0
8252,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T083,41.754292,-87.590773,6,0
8253,2013-06-14 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T114,41.798697,-87.736812,12,0
8254,2013-06-14 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T155,41.776156,-87.778927,12,0
8255,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T155,41.776156,-87.778927,6,0
8256,2013-06-14 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T063,41.82561,-87.726549,8,0
8257,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T063,41.82561,-87.726549,10,0
8258,2013-06-14 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T115,41.673408,-87.599862,21,0
8259,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T115,41.673408,-87.599862,44,0
8260,2013-06-14 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T138,41.726465000000005,-87.585413,1,0
8261,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T138,41.726465000000005,-87.585413,13,0
8262,2013-06-14 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T209,41.740641,-87.546587,2,0
8263,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T209,41.740641,-87.546587,14,0
8264,2013-06-14 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T212,41.680946,-87.535198,4,0
8265,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T212,41.680946,-87.535198,4,0
8266,2013-06-14 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T128,41.704572,-87.56566600000001,1,0
8267,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T128,41.704572,-87.56566600000001,4,0
8268,2013-06-14 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T102,41.750498,-87.605294,25,0
8269,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T102,41.750498,-87.605294,20,0
8270,2013-06-14 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T027,41.984809000000006,-87.728492,5,0
8271,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T027,41.984809000000006,-87.728492,2,0
8272,2013-06-14 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T221,41.659112,-87.53869300000001,2,0
8273,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T221,41.659112,-87.53869300000001,1,0
8274,2013-06-14 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T009,41.992478000000006,-87.862995,2,0
8275,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T009,41.992478000000006,-87.862995,32,0
8276,2013-06-14 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,15,0
8277,2013-06-14 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,37,0
8278,2013-06-14 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,39,0
8279,2013-06-14 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,21,0
8280,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T900,41.974689,-87.890615,8,0
8281,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T900,41.974689,-87.890615,35,0
8282,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T900,41.974689,-87.890615,7,0
8283,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T900,41.974689,-87.890615,17,0
8284,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T900,41.974689,-87.890615,34,0
8285,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T900,41.974689,-87.890615,28,0
8286,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T900,41.974689,-87.890615,50,0
8287,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T900,41.974689,-87.890615,1,0
8288,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T900,41.974689,-87.890615,50,0
8289,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T900,41.974689,-87.890615,27,0
8290,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T900,41.974689,-87.890615,47,0
8291,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T903,41.957799,-87.930995,9,0
8292,2013-06-14 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T222,41.925197999999995,-87.746381,4,0
8293,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T222,41.925197999999995,-87.746381,3,0
8294,2013-06-14 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T223,41.973845000000004,-87.805059,16,0
8295,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T223,41.973845000000004,-87.805059,13,0
8296,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T225,41.743402,-87.731435,8,0
8297,2013-06-14 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T227,41.728495,-87.60096300000001,20,0
8298,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T227,41.728495,-87.60096300000001,17,0
8299,2013-06-14 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T224,41.947227000000005,-87.67145699999999,14,0
8300,2013-06-14 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T230,41.904194,-87.756155,2,0
8301,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T230,41.904194,-87.756155,14,0
8302,2013-06-14 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T228,41.951865999999995,-87.72505699999999,4,0
8303,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T228,41.951865999999995,-87.72505699999999,39,0
8304,2013-06-14 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T035,41.763733,-87.742302,2,0
8305,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T035,41.763733,-87.742302,2,0
8306,2013-06-14 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T231,41.98728,-87.666066,2,0
8307,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T232,41.912563,-87.66805500000001,1,0
8308,2013-06-14 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T233,42.009876,-87.807277,17,0
8309,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T233,42.009876,-87.807277,2,0
8310,2013-06-14 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T236,41.994679,-87.770899,14,0
8311,2013-06-14 00:00:00+00:00,CULEX RESTUANS,T236,41.994679,-87.770899,8,0
8312,2013-06-21 00:00:00+00:00,CULEX RESTUANS,T002,41.95469,-87.800991,19,0
8313,2013-06-21 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T046,41.891118,-87.65449100000001,1,0
8314,2013-06-21 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,1,0
8315,2013-06-21 00:00:00+00:00,CULEX RESTUANS,T048,41.867108,-87.654224,9,0
8316,2013-06-21 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T049,41.896282,-87.655232,3,0
8317,2013-06-21 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T054,41.921965,-87.632085,2,0
8318,2013-06-21 00:00:00+00:00,CULEX RESTUANS,T054,41.921965,-87.632085,4,0
8319,2013-06-21 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T094,41.720848,-87.666014,29,0
8320,2013-06-21 00:00:00+00:00,CULEX RESTUANS,T094,41.720848,-87.666014,38,0
8321,2013-06-21 00:00:00+00:00,CULEX RESTUANS,T094,41.720848,-87.666014,50,0
8322,2013-06-21 00:00:00+00:00,CULEX RESTUANS,T094,41.720848,-87.666014,50,0
8323,2013-06-21 00:00:00+00:00,CULEX RESTUANS,T159,41.732984,-87.649642,15,0
8324,2013-06-21 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T011,41.944869,-87.832763,2,0
8325,2013-06-21 00:00:00+00:00,CULEX RESTUANS,T011,41.944869,-87.832763,6,0
8326,2013-06-21 00:00:00+00:00,CULEX RESTUANS,T028,41.986921,-87.689778,3,0
8327,2013-06-21 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T031,41.801497999999995,-87.763416,13,0
8328,2013-06-21 00:00:00+00:00,CULEX RESTUANS,T033,41.906638,-87.701431,1,0
8329,2013-06-21 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T089,41.723195000000004,-87.64997,4,0
8330,2013-06-21 00:00:00+00:00,CULEX RESTUANS,T089,41.723195000000004,-87.64997,22,0
8331,2013-06-21 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T090,41.868077,-87.666901,2,0
8332,2013-06-21 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T135,41.662014,-87.72460799999999,3,0
8333,2013-06-21 00:00:00+00:00,CULEX RESTUANS,T135,41.662014,-87.72460799999999,17,0
8334,2013-06-21 00:00:00+00:00,CULEX RESTUANS,T145,41.878114000000004,-87.629798,1,0
8335,2013-06-21 00:00:00+00:00,CULEX RESTUANS,T147,41.932094,-87.700117,1,0
8336,2013-06-21 00:00:00+00:00,CULEX RESTUANS,T151,41.916265,-87.800515,27,0
8337,2013-06-21 00:00:00+00:00,CULEX RESTUANS,T152,41.846075,-87.716277,6,0
8338,2013-06-21 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T158,41.682587,-87.707973,10,0
8339,2013-06-21 00:00:00+00:00,CULEX RESTUANS,T158,41.682587,-87.707973,14,0
8340,2013-06-21 00:00:00+00:00,CULEX RESTUANS,T003,41.964242,-87.757639,3,0
8341,2013-06-21 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T008,42.008314,-87.77792099999999,5,0
8342,2013-06-21 00:00:00+00:00,CULEX RESTUANS,T008,42.008314,-87.77792099999999,3,0
8343,2013-06-21 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T012,41.991429,-87.747113,1,0
8344,2013-06-21 00:00:00+00:00,CULEX RESTUANS,T012,41.991429,-87.747113,4,0
8345,2013-06-21 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T047,41.868142,-87.696269,8,0
8346,2013-06-21 00:00:00+00:00,CULEX RESTUANS,T047,41.868142,-87.696269,3,0
8347,2013-06-21 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T013,41.923738,-87.785288,8,0
8348,2013-06-21 00:00:00+00:00,CULEX RESTUANS,T013,41.923738,-87.785288,2,0
8349,2013-06-21 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T018,42.010412,-87.66214000000001,2,0
8350,2013-06-21 00:00:00+00:00,CULEX RESTUANS,T018,42.010412,-87.66214000000001,5,0
8351,2013-06-21 00:00:00+00:00,CULEX RESTUANS,T030,41.899229999999996,-87.716788,41,0
8352,2013-06-21 00:00:00+00:00,CULEX RESTUANS,T030,41.899229999999996,-87.716788,17,0
8353,2013-06-21 00:00:00+00:00,CULEX RESTUANS,T017,41.960615999999995,-87.777189,1,0
8354,2013-06-21 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T095,41.704336,-87.70373599999999,5,0
8355,2013-06-21 00:00:00+00:00,CULEX RESTUANS,T095,41.704336,-87.70373599999999,18,0
8356,2013-06-21 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T061,41.801179,-87.679447,6,0
8357,2013-06-21 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T062,41.800737,-87.71188000000001,7,0
8358,2013-06-21 00:00:00+00:00,CULEX RESTUANS,T062,41.800737,-87.71188000000001,8,0
8359,2013-06-21 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T065,41.778296999999995,-87.752411,11,0
8360,2013-06-21 00:00:00+00:00,CULEX RESTUANS,T065,41.778296999999995,-87.752411,8,0
8361,2013-06-21 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T066,41.77166,-87.703047,8,0
8362,2013-06-21 00:00:00+00:00,CULEX RESTUANS,T066,41.77166,-87.703047,16,0
8363,2013-06-21 00:00:00+00:00,CULEX RESTUANS,T069,41.768388,-87.678649,1,0
8364,2013-06-21 00:00:00+00:00,CULEX RESTUANS,T073,41.773215,-87.60088,32,0
8365,2013-06-21 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T074,41.822536,-87.66634300000001,5,0
8366,2013-06-21 00:00:00+00:00,CULEX RESTUANS,T074,41.822536,-87.66634300000001,1,0
8367,2013-06-21 00:00:00+00:00,CULEX RESTUANS,T077,41.778748,-87.586427,5,0
8368,2013-06-21 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T079,41.766202,-87.562889,4,0
8369,2013-06-21 00:00:00+00:00,CULEX RESTUANS,T079,41.766202,-87.562889,15,0
8370,2013-06-21 00:00:00+00:00,CULEX RESTUANS,T080,41.754676,-87.612922,6,0
8371,2013-06-21 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T082,41.803422999999995,-87.642984,10,0
8372,2013-06-21 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T114,41.798697,-87.736812,46,0
8373,2013-06-21 00:00:00+00:00,CULEX RESTUANS,T114,41.798697,-87.736812,44,0
8374,2013-06-21 00:00:00+00:00,CULEX PIPIENS/RESTUANS,T155,41.776156,-87.778927,8,0
8375,2013-06-21 00:00:00+00:00,CULEX RESTUANS,T155,41.776156,-87.778927,5,0
8376,2013-06-21 00:00:00+00:00,CULEX RESTUANS,T063,41.82561,-87.726549,16,0
